Tweet,Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Created At,Hashtags
3553,96,52,4,4759,1,1,260,1
3554,54,31,2,1650,0,0,280,1
3555,44,39,4,3935,0,1,260,1
3556,48,27,1,8107,1,0,245,1
3557,90,77,1,1688,0,1,270,1
3558,93,38,3,4604,0,0,265,1
3559,59,20,5,3684,1,0,262,1
3560,42,36,2,5817,1,1,261,1
3561,74,61,4,1034,1,0,244,0
3562,66,100,0,2773,0,1,251,1
3563,84,38,5,4973,1,1,254,0
3564,86,60,2,2363,1,0,267,1
3565,64,84,0,7749,0,0,272,1
3566,40,30,0,8656,1,1,252,1
3567,53,69,4,4946,0,0,243,1
3568,67,82,1,5216,1,0,245,1
3569,78,59,4,5488,1,0,268,0
3570,82,71,2,2808,0,0,251,1
3571,43,85,3,1173,0,0,263,0
3572,49,66,4,3028,1,0,269,0
3573,97,85,1,1891,1,0,281,1
3574,49,15,1,7055,1,0,248,1
3575,66,55,2,1023,1,0,263,1
3576,36,45,3,6225,1,1,246,1
3577,89,80,4,587,1,1,241,1
3578,62,99,0,5618,1,1,244,0
3579,61,90,3,2639,1,1,265,1
3580,88,91,0,8237,1,0,241,1
3581,51,98,2,9827,0,1,263,1
3582,56,2,0,6462,1,0,265,1
3583,75,13,3,8015,1,1,275,1
3584,56,14,5,5958,0,0,278,1
3585,70,13,2,4569,1,1,260,1
3586,84,21,1,3436,0,0,245,1
3587,73,40,5,9700,1,0,253,1
3588,60,10,2,7634,0,0,261,1
3589,83,18,5,3534,1,0,258,1
3590,54,65,0,1064,1,0,258,1
3591,56,50,2,307,0,0,266,1
3592,74,4,2,871,0,1,265,1
3593,47,74,3,7943,0,1,260,0
3594,54,42,0,7260,1,0,277,1
3595,57,59,3,4836,0,0,247,1
3596,46,55,0,4665,0,1,272,0
3597,60,69,2,4237,0,1,248,1
3598,42,36,5,2226,1,0,273,1
3599,70,22,5,9945,1,1,266,1
3600,52,6,1,8652,1,1,272,1
3601,75,5,2,3787,0,0,241,1
3602,70,45,3,6319,0,0,247,1
3603,58,90,5,7604,0,0,262,1
3604,38,45,5,4904,0,1,272,1
3605,62,64,3,5535,1,1,256,1
3606,81,33,3,8261,1,1,252,0
3607,52,81,0,2865,1,1,247,1
3608,63,85,4,1585,1,1,260,1
3609,54,27,4,3650,0,1,270,0
3610,71,83,5,9401,0,1,249,1
3611,97,19,5,5596,1,1,254,1
3612,43,46,4,1596,0,1,261,1
3613,56,25,4,7015,0,0,276,1
3614,72,43,2,9748,1,0,247,1
3615,42,57,0,9523,0,0,248,1
3616,42,79,2,6704,0,1,248,1
3617,74,62,1,2402,0,1,243,0
3618,95,84,3,5827,0,1,279,1
3619,72,18,3,4249,0,0,258,1
3620,34,10,5,5119,0,0,268,1
3621,39,28,0,871,0,0,277,1
3622,80,88,0,8114,0,0,276,1
3623,78,40,0,2975,1,1,275,1
3624,35,79,3,2987,0,0,281,1
3625,61,35,5,6996,1,1,243,1
3626,85,69,2,7573,1,0,266,1
3627,57,46,3,425,0,1,276,1
3628,75,40,2,1558,0,0,255,1
3629,55,24,4,5135,1,1,250,0
3630,87,52,3,1026,0,1,256,1
3631,56,94,1,6007,0,1,244,1
3632,85,79,5,2516,0,1,268,1
3633,66,52,2,9678,0,1,279,0
3634,59,21,2,9800,0,0,273,1
3635,71,19,5,7546,0,1,242,0
3636,35,64,4,3239,0,0,275,1
3637,46,13,5,4735,1,1,247,1
3638,56,26,2,2933,0,0,280,1
3639,83,21,1,1359,1,1,262,1
3640,99,92,3,9683,0,0,246,1
3641,65,4,1,6193,0,1,263,1
3642,63,80,0,7647,0,0,248,1
3643,82,25,2,4971,0,0,270,1
3644,56,100,3,9813,1,1,270,0
3645,68,43,0,3960,1,0,253,1
3646,68,49,2,6544,0,0,271,1
3647,36,74,1,3204,0,1,259,1
3648,63,28,3,7346,0,1,261,1
3649,52,38,1,7994,1,1,253,1
3650,61,83,3,2491,1,0,280,1
3651,79,50,2,9285,0,1,275,1
3652,72,75,1,7353,1,1,250,0
3653,30,45,5,9712,1,1,259,1
3654,78,71,5,1510,0,1,262,0
3655,57,96,2,8251,1,1,269,1
3656,35,52,5,3489,0,0,242,1
3657,77,71,0,3786,0,1,269,1
3658,51,3,3,1306,1,0,250,1
3659,94,20,0,5725,0,1,265,1
3660,39,14,1,8238,0,1,272,1
3661,41,72,2,8340,0,1,266,1
3662,54,92,1,1931,1,0,256,1
3663,59,22,2,1570,1,1,252,1
3664,56,36,1,6377,0,0,244,0
3665,84,41,1,1966,1,1,246,1
3666,81,1,0,8969,1,1,248,1
3667,62,35,1,1746,1,1,259,1
3668,58,64,2,2387,0,0,280,1
3669,48,66,4,8778,1,0,244,1
3670,52,65,4,3466,1,1,247,1
3671,70,78,2,5089,0,1,280,1
3672,51,32,2,6442,1,1,246,1
3673,83,99,5,9331,1,1,259,1
3674,71,42,4,4486,0,1,257,1
3675,92,54,3,5940,0,0,261,1
3676,72,22,5,7247,0,0,256,1
3677,44,48,5,1707,1,1,273,1
3678,64,54,1,978,0,1,264,1
3679,62,51,5,2297,1,1,257,1
3680,59,8,2,576,1,1,253,1
3681,45,49,1,349,0,0,269,0
3682,43,24,4,9914,1,1,243,0
3683,88,61,4,7666,1,0,265,1
3684,42,33,5,926,1,1,271,1
3685,99,53,3,9659,0,1,258,1
3686,83,93,5,1662,1,1,247,1
3687,57,44,2,339,0,0,246,1
3688,90,62,4,3776,0,0,251,1
3689,63,35,4,2395,1,1,245,1
3690,43,77,3,7734,1,0,246,1
3691,76,95,2,590,0,0,244,1
3692,58,64,1,9289,0,0,274,1
3693,60,82,1,8012,1,0,270,1
3694,82,9,0,3557,0,1,250,0
3695,64,0,4,1601,0,0,257,1
3696,57,21,3,1545,1,1,263,1
3697,90,87,3,1241,0,1,252,1
3698,50,39,0,4023,1,0,276,1
3699,63,67,1,5914,0,1,245,1
3700,61,54,2,4530,1,1,281,1
3701,42,42,1,7729,1,0,267,1
3702,41,26,5,8328,0,1,278,1
3703,79,9,2,3244,0,0,262,0
3704,53,68,3,4167,0,0,257,1
3705,58,17,1,280,0,0,271,1
3706,61,42,3,5995,1,1,274,1
3707,57,4,5,4561,1,0,262,1
3708,55,37,0,8248,0,0,271,0
3709,92,1,2,7343,0,0,269,1
3710,84,88,3,9334,0,0,258,0
3711,39,30,0,53,1,1,266,1
3712,94,1,5,2413,1,1,279,1
3713,47,99,3,7388,1,1,266,1
3714,41,35,3,4887,1,0,276,0
3715,38,44,0,6392,0,0,246,1
3716,63,88,5,2840,1,0,261,1
3717,77,80,1,4267,0,1,281,1
3718,45,72,0,5570,1,0,265,1
3719,58,20,4,7180,1,0,277,1
3720,53,99,0,5229,0,0,254,1
3721,58,24,3,667,1,0,277,1
3722,68,4,4,3646,1,1,281,1
3723,58,3,3,4779,0,1,255,1
3724,81,61,4,1885,1,0,251,1
3725,81,56,1,2582,1,1,257,0
3726,30,0,3,5598,1,1,270,0
3727,82,10,1,8063,1,0,253,1
3728,56,28,0,5719,0,1,257,1
3729,59,6,2,2615,0,1,278,1
3730,66,71,2,7182,1,0,249,1
3731,55,70,0,3417,0,0,262,1
3732,59,2,1,4451,0,1,262,0
3733,83,41,4,9672,0,1,272,1
3734,44,98,3,4263,0,1,241,1
3735,51,91,2,4943,1,1,266,1
3736,88,53,4,4398,0,1,254,1
3737,54,35,4,5293,0,0,258,0
3738,72,42,4,715,1,0,278,0
3739,92,33,1,2746,1,1,242,0
3740,69,96,0,287,1,0,278,1
3741,46,23,2,4171,1,1,251,1
3742,51,97,5,3840,0,0,260,1
3743,59,65,3,1780,0,0,247,1
3744,57,77,1,9788,0,0,271,1
3745,36,44,0,9014,1,0,271,1
3746,70,88,0,5550,1,0,243,1
3747,89,55,0,3139,1,0,253,1
3748,71,62,3,2132,1,1,273,0
3749,101,61,1,4976,1,1,244,1
3750,57,14,2,9565,0,0,250,1
3751,64,6,4,1958,0,1,243,1
3752,55,64,5,3844,1,1,262,1
3753,65,63,4,4158,1,0,245,0
3754,66,50,2,8500,0,0,272,0
3755,69,48,2,5054,1,0,247,0
3756,47,7,5,8056,0,0,252,1
3757,64,11,4,4143,0,0,276,1
3758,82,20,3,7130,1,0,275,1
3759,60,5,0,6398,1,0,274,1
3760,95,54,4,4036,0,0,275,1
3761,67,15,4,8388,0,0,265,1
3762,81,49,3,331,0,1,248,1
3763,91,43,5,8927,0,1,257,1
3764,39,3,0,7379,1,1,258,1
3765,72,90,3,1638,1,1,245,1
3766,58,38,3,197,0,1,252,1
3767,99,45,1,2804,1,0,241,1
3768,93,66,0,446,0,0,248,1
3769,50,78,5,9441,1,0,265,1
3770,70,86,4,5482,1,1,243,1
3771,46,81,3,1523,1,0,281,1
3772,88,100,1,5282,0,1,254,1
3773,74,28,4,3435,1,1,268,1
3774,34,78,5,6846,1,1,273,0
3775,57,8,2,101,1,0,254,1
3776,92,85,0,7507,0,0,270,1
3777,60,32,2,6639,1,1,266,0
3778,35,73,5,5223,0,0,267,1
3779,107,53,1,3889,0,0,261,1
3780,64,93,1,1151,1,0,257,1
3781,58,70,2,7103,1,0,267,1
3782,69,52,1,2951,1,0,242,1
3783,63,27,0,8217,1,1,241,1
3784,56,39,3,1613,0,0,247,1
3785,69,65,2,1542,1,1,281,1
3786,39,85,1,3088,0,0,246,1
3787,47,80,2,1808,0,0,251,1
3788,76,83,3,2169,1,1,266,1
3789,59,94,1,2205,0,1,281,1
3790,88,73,4,8821,1,1,244,1
3791,45,1,1,5189,1,0,280,1
3792,79,5,5,2582,0,1,266,1
3793,80,61,4,6084,1,1,255,1
3794,40,46,3,1127,0,1,259,1
3795,69,0,4,7023,0,1,243,1
3796,104,56,5,6867,1,0,248,1
3797,86,72,3,4190,1,1,276,1
3798,81,63,4,5640,0,0,244,1
3799,34,65,1,7088,1,0,265,1
3800,77,39,1,3051,0,0,260,1
3801,51,97,1,7897,0,1,280,0
3802,50,67,1,7309,0,1,244,1
3803,53,94,2,2087,1,1,277,1
3804,51,33,4,8665,0,0,264,0
3805,40,32,0,5847,0,0,256,1
3806,42,57,2,1374,0,1,274,1
3807,73,36,4,1308,1,0,270,1
3808,69,59,5,9391,1,1,261,1
3809,42,18,1,9754,0,0,258,1
3810,87,56,4,2790,1,0,268,0
3811,70,81,5,2744,1,1,262,1
3812,59,88,0,4098,1,0,264,1
3813,44,97,2,7476,0,1,241,1
3814,92,22,3,574,0,0,264,1
3815,69,16,0,5135,1,0,249,1
3816,59,99,3,9345,1,0,247,1
3817,76,93,0,5136,1,0,241,1
3818,76,1,3,3038,1,0,264,1
3819,88,28,1,6986,0,0,278,1
3820,62,27,0,443,1,1,255,1
3821,72,86,1,7143,1,0,279,0
3822,76,100,1,8194,1,1,269,1
3823,61,21,3,82,1,1,253,1
3824,73,100,4,1163,0,0,273,0
3825,81,59,4,868,1,0,267,1
3826,46,67,0,7157,1,0,268,1
3827,71,9,4,4688,1,0,273,1
3828,56,45,4,8726,0,1,252,1
3829,82,100,0,4074,0,1,247,1
3830,74,11,0,4078,0,0,266,1
3831,70,69,5,8127,1,0,269,1
3832,50,55,1,5926,1,0,259,1
3833,61,15,4,7310,1,0,262,0
3834,83,21,1,6050,0,1,248,0
3835,101,35,0,8902,0,0,242,1
3836,85,54,4,4797,0,0,262,0
3837,89,88,4,5077,1,1,258,0
3838,94,19,4,9584,1,1,246,1
3839,40,90,3,7549,1,1,267,1
3840,43,97,0,915,0,1,278,1
3841,75,85,5,3258,1,0,278,1
3842,92,51,5,2284,0,0,280,1
3843,37,6,4,4715,0,1,276,0
3844,75,27,0,3728,0,0,275,1
3845,55,55,5,4285,1,0,275,1
3846,80,48,2,7592,0,1,245,0
3847,98,61,3,3570,1,1,271,1
3848,93,20,3,9078,1,0,247,0
3849,66,33,3,3014,0,0,253,1
3850,40,35,4,5385,0,1,247,1
3851,74,51,4,9289,0,0,244,1
3852,68,67,5,9164,1,1,259,1
3853,77,46,1,1753,1,0,270,0
3854,44,56,1,2672,0,1,248,0
3855,62,79,4,7190,1,1,261,1
3856,82,69,3,5730,0,1,256,0
3857,56,3,0,9332,1,0,244,1
3858,81,23,1,1057,1,0,271,1
3859,58,95,1,7778,1,0,274,1
3860,52,11,0,7508,1,1,258,1
3861,71,60,1,3123,1,0,250,1
3862,80,46,3,582,0,0,241,1
3863,81,25,3,4475,1,1,254,1
3864,58,8,5,1666,1,1,248,1
3865,63,50,3,6663,0,0,279,1
3866,49,97,2,8661,0,0,250,1
3867,46,72,1,2530,1,1,265,1
3868,99,100,1,4018,0,0,263,1
3869,72,100,3,6950,1,0,252,1
3870,88,97,4,6429,1,0,261,0
3871,71,90,5,6912,0,1,243,1
3872,54,76,3,8506,0,0,273,1
3873,83,0,1,6331,0,0,258,1
3874,94,45,3,4345,1,1,261,1
3875,90,4,0,3558,1,0,262,1
3876,62,51,5,4769,1,1,269,1
3877,65,11,4,5425,0,0,266,0
3878,48,80,3,8566,1,0,241,1
3879,63,30,0,8620,1,0,255,1
3880,39,22,1,2960,0,0,252,0
3881,71,60,3,5062,0,0,261,1
3882,60,80,1,8407,1,0,247,1
3883,57,34,2,2103,0,1,247,1
3884,75,84,0,4130,0,0,252,0
3885,73,19,5,4524,0,1,250,1
3886,67,8,5,7509,1,1,255,1
3887,70,87,2,1731,1,1,251,0
3888,40,91,0,671,0,0,281,0
3889,35,61,0,8390,0,0,250,1
3890,54,4,1,7346,0,1,246,1
3891,47,51,0,5709,0,0,254,1
3892,71,4,0,8528,0,1,279,1
3893,77,18,1,4471,0,0,257,1
3894,78,91,3,1880,0,1,245,0
3895,55,74,1,7902,1,1,247,1
3896,60,59,4,7670,1,0,270,1
3897,60,25,1,4886,1,1,267,1
3898,89,25,4,8756,0,1,268,1
3899,69,81,4,5574,1,1,265,1
3900,41,30,2,228,0,0,251,1
3901,55,54,3,6460,0,1,251,1
3902,48,5,3,4414,1,0,277,1
3903,61,83,3,8995,1,0,262,1
3904,73,81,5,2532,1,1,280,1
3905,97,76,3,3979,1,0,277,1
3906,41,0,5,3058,1,1,272,1
3907,45,56,0,9423,1,0,242,1
3908,65,67,3,5960,0,1,251,1
3909,56,96,2,3621,1,0,263,1
3910,97,30,3,8724,0,0,270,1
3911,87,69,3,1711,1,0,270,0
3912,53,97,4,9132,1,0,267,1
3913,51,83,4,2374,0,1,243,1
3914,56,58,4,3646,0,0,243,1
3915,65,44,4,465,0,0,264,1
3916,59,88,2,961,0,0,249,1
3917,34,86,3,7157,0,1,274,1
3918,45,97,5,7743,1,0,273,1
3919,83,28,4,6726,1,0,274,1
3920,51,72,5,6292,1,0,241,1
3921,71,55,4,9,0,0,281,1
3922,89,80,5,1380,1,1,246,1
3923,81,3,2,3047,0,1,281,1
3924,63,97,1,1844,0,0,275,1
3925,58,0,4,4349,0,1,241,1
3926,56,35,2,4012,0,0,252,1
3927,57,49,3,5046,1,0,251,1
3928,52,60,0,8195,1,1,267,1
3929,58,57,0,1873,1,1,243,1
3930,82,82,0,6364,0,1,274,1
3931,59,70,2,6734,0,0,244,1
3932,66,1,3,7377,0,0,274,1
3933,48,36,2,81,1,0,249,1
3934,82,26,0,7063,0,0,248,1
3935,67,10,2,5523,1,1,276,1
3936,78,61,4,6901,1,1,275,1
3937,63,82,1,5113,1,0,263,1
3938,62,31,5,1232,0,0,280,0
3939,50,59,5,2642,0,0,269,0
3940,37,55,4,2182,0,1,256,1
3941,65,36,3,6823,1,0,279,1
3942,66,61,5,7818,0,0,267,1
3943,37,39,1,330,1,0,258,0
3944,58,47,4,5646,0,0,262,1
3945,52,21,4,8749,0,1,264,1
3946,78,5,0,1270,1,0,279,1
3947,82,14,4,604,0,1,260,1
3948,65,64,5,9506,0,0,272,1
3949,66,12,4,9204,1,0,269,0
3950,80,67,0,8493,1,1,256,0
3951,100,47,1,5948,1,0,255,1
3952,66,79,0,2356,1,1,244,1
3953,82,41,2,5834,0,0,243,1
3954,88,17,4,7408,1,1,281,1
3955,73,24,1,9854,1,0,250,1
3956,63,22,0,5894,1,0,249,1
3957,89,47,0,4510,1,1,252,1
3958,31,5,0,6508,0,0,264,1
3959,70,90,4,8584,0,1,279,1
3960,75,8,0,3948,0,0,242,1
3961,67,66,5,8318,1,1,262,1
3962,58,97,5,7860,1,0,266,1
3963,60,74,2,1184,1,1,245,1
3964,55,57,0,6673,1,1,253,1
3965,66,31,0,1011,0,0,246,0
3966,60,78,5,8680,1,1,253,1
3967,62,68,5,3120,1,0,261,1
3968,88,87,0,2081,1,0,278,0
3969,82,84,1,8194,0,1,281,1
3970,78,80,1,5198,1,1,263,0
3971,73,10,4,3236,0,1,271,0
3972,75,57,2,3831,1,1,255,1
3973,77,40,5,4333,0,1,271,1
3974,42,45,2,7434,1,1,250,1
3975,74,42,5,4224,1,1,273,1
3976,71,51,0,2527,0,0,273,1
3977,54,63,4,3577,1,0,280,1
3978,57,51,4,5593,1,1,244,1
3979,40,29,1,9355,1,0,244,1
3980,84,4,5,7951,0,1,275,1
3981,53,57,0,5418,0,0,242,0
3982,79,72,4,4962,0,1,257,1
3983,35,89,4,6191,0,0,254,1
3984,44,97,0,6534,1,0,278,1
3985,39,39,4,634,1,0,256,1
3986,70,19,1,3924,1,0,261,1
3987,55,47,2,1178,0,0,281,1
3988,90,15,3,3666,0,0,280,1
3989,83,65,1,7272,1,1,248,1
3990,64,67,2,2227,0,0,267,1
3991,39,76,1,6489,1,0,271,1
3992,72,5,1,1260,1,1,246,1
3993,90,87,5,8933,0,0,278,1
3994,46,73,0,1913,1,0,244,1
3995,39,39,4,1671,0,1,262,1
3996,85,8,4,5451,1,0,281,1
3997,85,48,3,9082,1,1,274,0
3998,63,31,4,4683,0,0,272,1
3999,83,32,5,4417,0,0,241,1
4000,41,83,0,5691,1,1,242,0
4001,55,77,2,7154,1,1,254,1
4002,79,43,5,5516,1,0,251,1
4003,39,6,3,7120,0,1,255,1
4004,43,34,5,3380,0,0,258,1
4005,58,55,2,2520,0,1,268,1
4006,69,62,1,9597,0,0,251,1
4007,42,99,0,5256,1,1,245,1
4008,90,40,1,869,0,0,264,1
4009,33,74,5,6606,0,1,278,1
4010,77,56,5,3446,0,1,253,1
4011,80,22,2,6064,0,0,257,1
4012,80,29,0,1704,1,0,248,1
4013,92,68,0,3634,0,1,261,1
4014,40,51,4,6905,0,1,267,1
4015,65,30,1,2251,1,1,280,1
4016,42,50,3,2194,1,1,252,1
4017,69,28,0,5487,1,0,244,1
4018,97,6,3,3784,0,0,262,1
4019,82,72,5,6237,1,0,267,1
4020,84,32,0,8518,1,1,260,1
4021,89,54,0,2619,0,1,279,1
4022,91,64,5,2547,0,1,279,1
4023,47,7,5,8924,1,0,249,1
4024,42,3,0,4193,1,0,261,1
4025,63,91,1,2259,1,0,262,0
4026,71,35,5,985,1,0,280,0
4027,80,67,0,5565,0,1,269,1
4028,35,88,2,6496,1,0,251,1
4029,70,70,3,7106,1,0,273,1
4030,83,49,1,8386,0,0,261,0
4031,39,20,5,4061,0,0,274,1
4032,48,60,0,6795,0,1,263,1
4033,74,10,0,8029,0,0,241,1
4034,41,90,4,5202,1,1,241,1
4035,81,8,0,6892,0,0,245,1
4036,78,34,4,6457,1,0,251,1
4037,78,77,2,1163,1,1,246,1
4038,88,77,5,3011,1,0,250,1
4039,85,27,4,696,0,0,267,1
4040,86,91,5,2325,1,1,252,1
4041,36,19,5,3226,0,0,267,1
4042,89,88,0,4633,1,0,241,1
4043,46,97,1,5196,0,1,281,1
4044,63,86,0,6499,0,1,261,0
4045,76,64,3,8431,0,0,253,1
4046,45,1,0,2670,0,1,254,1
4047,101,23,0,2618,1,1,241,1
4048,74,74,2,6987,0,0,279,1
4049,51,92,1,9431,1,1,260,1
4050,53,66,4,7420,0,1,279,0
4051,67,81,3,2774,1,1,250,0
4052,48,0,4,5411,1,0,258,0
4053,72,6,5,6601,0,1,277,1
4054,35,11,5,7141,1,1,249,1
4055,51,49,5,3759,1,0,268,0
4056,48,4,1,5134,0,0,245,1
4057,50,86,5,6326,1,1,278,1
4058,85,21,3,2567,1,1,255,1
4059,75,71,4,9818,1,1,272,1
4060,54,65,0,2971,1,1,275,1
4061,46,78,5,6516,0,0,265,1
4062,53,22,5,4409,1,0,278,1
4063,39,38,4,4059,1,1,256,1
4064,44,9,3,9904,1,1,258,1
4065,32,46,2,216,0,0,257,1
4066,78,26,5,7645,1,0,246,0
4067,65,64,5,197,0,0,275,0
4068,36,37,3,9796,1,0,265,1
4069,37,69,0,6350,0,1,269,0
4070,44,93,2,7385,0,0,279,1
4071,47,81,4,4160,0,0,267,1
4072,90,95,3,7281,1,0,241,1
4073,55,27,3,2762,0,0,281,0
4074,37,33,3,5090,0,1,245,1
4075,67,84,4,9781,0,1,248,1
4076,80,4,1,774,0,0,265,1
4077,37,20,5,9409,1,1,250,1
4078,85,84,0,7835,0,1,268,1
4079,58,54,4,236,1,1,279,0
4080,63,99,0,954,1,0,281,1
4081,51,43,3,5132,0,1,247,1
4082,96,60,5,9405,1,1,247,1
4083,92,1,0,5005,1,1,251,1
4084,56,28,3,4000,1,1,242,1
4085,70,24,1,1404,1,1,245,1
4086,66,49,0,4443,0,1,277,0
4087,47,17,3,4311,1,0,252,1
4088,68,30,2,5302,0,1,245,1
4089,72,95,5,990,1,0,242,1
4090,48,30,3,2902,1,0,247,1
4091,39,79,4,3365,1,0,268,0
4092,41,92,4,3899,1,0,273,1
4093,83,16,1,5225,0,0,245,1
4094,89,36,0,4202,1,0,265,1
4095,71,63,1,9116,1,0,241,1
4096,54,82,1,7857,1,1,242,1
4097,43,29,1,6093,1,1,257,1
4098,41,98,2,370,0,1,281,1
4099,75,63,0,9788,1,0,273,1
4100,54,77,4,1343,1,1,268,1
4101,42,62,0,4081,1,0,249,1
4102,42,66,2,246,0,0,256,0
4103,79,45,0,6360,1,1,271,0
4104,39,38,3,1189,0,1,268,1
4105,70,56,1,4614,1,0,247,1
4106,79,40,5,9442,1,0,275,1
4107,49,26,0,2613,0,0,275,1
4108,50,100,3,5107,0,1,266,1
4109,54,67,3,5864,1,0,261,1
4110,68,78,2,9176,0,1,273,1
4111,84,13,2,9095,0,0,251,1
4112,92,26,4,7260,1,0,271,1
4113,84,76,4,4690,1,0,263,1
4114,60,1,3,3107,0,0,250,1
4115,66,72,2,3029,1,0,272,1
4116,90,61,4,2764,0,1,242,1
4117,78,59,2,4972,0,0,266,1
4118,59,86,3,3956,1,1,248,1
4119,40,85,0,497,0,0,273,1
4120,50,79,2,3582,0,1,259,1
4121,76,83,3,5455,1,1,271,1
4122,63,56,1,6173,0,0,263,1
4123,58,14,5,3618,0,1,276,1
4124,95,56,2,2369,1,0,245,0
4125,51,46,4,7991,0,0,259,0
4126,46,74,1,8701,1,0,243,1
4127,52,74,0,5854,0,1,276,1
4128,75,89,0,1349,1,1,241,1
4129,62,29,4,2648,1,0,256,1
4130,90,47,0,5852,1,0,257,0
4131,59,42,1,5860,0,0,272,1
4132,61,46,3,388,0,0,276,1
4133,84,75,0,753,1,1,243,0
4134,73,61,1,2061,1,0,254,1
4135,79,72,1,5958,0,1,245,1
4136,64,80,3,9976,1,1,267,1
4137,30,40,1,7716,1,1,280,1
4138,84,65,3,8077,1,0,247,0
4139,65,12,4,6266,0,1,247,1
4140,61,69,1,5480,1,0,262,1
4141,94,98,5,6390,1,0,243,1
4142,72,12,5,3034,0,0,269,1
4143,83,52,2,4481,1,1,250,1
4144,82,95,5,2797,0,0,250,1
4145,47,96,2,9006,1,0,262,1
4146,50,33,0,7745,0,1,247,1
4147,78,17,2,4794,1,0,258,1
4148,37,82,3,1638,0,0,268,1
4149,71,51,4,521,0,1,278,0
4150,55,59,2,494,1,0,273,0
4151,84,13,0,1354,0,0,278,1
4152,50,43,1,9046,0,0,242,1
4153,56,69,1,6732,1,1,281,0
4154,71,59,1,6260,0,0,261,1
4155,76,97,4,718,0,0,273,1
4156,72,68,4,611,1,0,281,1
4157,88,0,5,7422,1,1,279,0
4158,50,98,3,3999,0,1,247,1
4159,58,68,4,3214,0,1,258,1
4160,42,52,0,1290,1,1,278,1
4161,87,63,4,2353,1,0,259,1
4162,86,16,5,9554,0,1,280,1
4163,59,33,3,3123,0,0,250,1
4164,81,13,3,2375,1,1,265,1
4165,72,76,5,1894,0,0,279,1
4166,76,29,1,7548,1,1,270,0
4167,55,27,1,7028,0,1,265,1
4168,32,21,5,5598,0,1,269,0
4169,61,10,0,6317,0,0,266,1
4170,62,19,4,8029,0,0,261,1
4171,46,93,1,7564,0,0,242,1
4172,83,30,3,3204,0,0,260,1
4173,61,52,1,1476,0,1,276,1
4174,78,7,5,9606,0,0,244,1
4175,57,11,2,4174,1,0,245,1
4176,35,66,5,9824,1,1,266,1
4177,55,22,4,9541,0,0,270,1
4178,62,78,2,1862,1,1,256,1
4179,47,94,0,3641,1,0,266,1
4180,93,69,0,5752,1,1,277,1
4181,61,76,4,3077,0,1,264,1
4182,80,42,0,1387,1,0,281,1
4183,55,39,4,605,1,0,275,1
4184,55,28,2,5655,0,0,276,1
4185,40,24,4,149,0,1,274,0
4186,87,61,4,9871,1,1,262,1
4187,65,29,0,9753,1,0,246,1
4188,85,75,5,3296,0,1,255,1
4189,37,29,0,3026,1,1,272,1
4190,82,57,1,9969,0,0,280,1
4191,74,33,0,1256,1,0,249,1
4192,71,45,5,2830,0,1,265,1
4193,67,53,4,6145,0,0,273,1
4194,49,30,5,2210,1,1,248,1
4195,51,98,3,9049,1,1,262,1
4196,73,33,4,9952,1,0,267,1
4197,65,76,2,7910,0,0,252,1
4198,58,8,4,461,0,0,255,0
4199,75,59,1,7126,0,0,248,1
4200,62,99,1,4747,1,1,256,1
4201,78,80,0,2283,0,0,269,1
4202,68,50,2,2886,1,1,266,0
4203,76,55,1,9494,1,0,262,0
4204,73,19,1,7385,0,0,260,1
4205,49,12,5,1161,0,1,252,1
4206,46,55,5,7981,1,1,267,1
4207,57,39,0,3741,0,1,257,1
4208,67,84,1,732,0,1,268,1
4209,86,69,0,8538,0,0,263,1
4210,39,68,0,1649,0,1,269,0
4211,66,83,0,5298,1,1,248,1
4212,55,43,0,9558,0,0,274,1
4213,93,8,0,4717,0,0,252,1
4214,75,97,5,4460,1,0,266,1
4215,66,25,1,1589,0,1,244,1
4216,49,56,4,4476,0,1,273,1
4217,67,98,1,9018,0,1,266,0
4218,65,68,3,1334,0,0,246,0
4219,38,51,2,5018,1,0,260,1
4220,89,87,4,153,1,0,276,1
4221,75,68,1,3816,0,0,251,1
4222,86,31,2,8119,0,1,258,1
4223,78,55,2,9249,0,0,272,1
4224,78,26,5,7282,0,0,245,1
4225,50,39,2,5445,1,1,265,1
4226,88,72,2,5653,1,0,249,0
4227,60,94,2,5535,1,1,271,1
4228,51,46,0,4023,1,1,245,1
4229,87,59,4,7141,0,0,279,1
4230,40,74,4,2786,1,1,255,1
4231,73,75,4,5988,0,1,281,1
4232,48,93,5,4898,0,1,277,1
4233,73,10,3,8085,1,0,271,0
4234,68,88,4,962,0,1,249,1
4235,53,7,0,9473,0,0,249,1
4236,76,75,4,2280,0,1,243,1
4237,57,5,0,3549,1,0,261,1
4238,68,50,3,8206,1,0,278,1
4239,40,39,1,9830,1,1,268,0
4240,73,24,5,4360,1,1,277,1
4241,62,49,0,7527,1,1,280,0
4242,88,77,1,2519,1,1,281,1
4243,40,57,5,1772,0,1,265,1
4244,48,100,2,3012,1,1,245,0
4245,58,48,5,8543,0,1,257,0
4246,90,26,3,5423,1,0,250,0
4247,75,89,2,2021,1,1,270,1
4248,55,33,3,2607,1,0,280,0
4249,48,38,0,212,0,0,266,1
4250,58,15,3,2164,1,1,259,0
4251,53,75,3,7216,1,0,281,1
4252,45,56,2,1047,1,0,275,1
